weapon,x,y,dmg,dmg_type
arrow,45.63083423797365,66.71066780527197,331,poison
magic,19.615428393494618,61.86480676224875,167,poison
magic,6.203402497818344,12.347632645260642,104,acid
magic,76.67594426428059,18.573837733908295,76,poison
bomb,26.39317393083328,70.23007642530897,251,fire
magic,8.888672071824178,49.1745308795287,318,poison
arrow,36.725431536143006,38.749790978038256,221,lightning
arrow,87.32898291589282,60.39083006231923,110,thunder
bomb,98.00377603153537,34.94995382865185,262,acid
arrow,34.6590274322261,92.45223963410193,189,acid
bomb,20.408003414156738,25.1156645335857,301,fire
rifle,84.63738666566282,85.88136091092039,238,lightning
bomb,93.15078495737642,33.023594472156326,230,fire
bomb,10.820381108743538,56.0652141398721,270,thunder
arrow,80.50463501299731,48.00645962325583,90,cold
magic,70.01977572196704,90.60866394713537,11,lightning
magic,36.86892334741817,39.445113044038216,45,fire
rifle,93.2929922870107,92.21978377994313,161,acid
arrow,77.00418924664804,40.597338799559154,121,thunder
magic,34.39565629681473,43.16220893154124,337,cold
rifle,89.27683864026996,95.22091462664916,6,lightning
bomb,73.3309326458213,54.47235214617331,344,thunder
rifle,86.74121472815878,48.553002016273716,0,cold
rifle,45.09454399830675,74.78195111963547,188,acid
magic,14.512216576589744,14.810574239264174,280,poison
bomb,77.96212462048248,52.336135055013045,309,acid
rifle,56.85743617117935,60.08232366253058,290,fire
bomb,91.8090834721637,31.039544573537057,313,thunder
bomb,17.134380149531324,96.57514560241653,241,acid
arrow,45.31044471411004,20.464005088209614,230,acid
magic,10.914893087401268,75.98301552346165,130,cold
rifle,63.91988847353568,62.08559840199979,174,poison
arrow,49.64335012531793,84.46272774989684,24,lightning
bomb,76.862768720291,74.37160607925092,318,acid
rifle,99.96822814603195,28.047388617406988,79,acid
bomb,68.38831871625581,56.26682870627582,193,lightning
rifle,89.98752725631346,70.93728829456029,64,cold
arrow,92.03341500867855,10.186653966523584,332,lightning
magic,59.550896697353515,83.0282610304842,287,fire
bomb,38.96356615033581,87.69399331799544,197,lightning
bomb,70.18648170077377,83.00921970860891,61,thunder
bomb,71.41177518561503,17.295754379161956,35,poison
arrow,23.239490244979265,94.25648763107152,175,acid
magic,39.21089486259033,2.828950835748012,294,lightning
magic,55.82073936783514,45.61382238289545,272,thunder
arrow,30.21538332970042,11.120315351620802,252,fire
bomb,81.20947360201112,72.70379472403414,190,thunder
magic,81.82256757436667,8.856901726537181,58,fire
bomb,25.0904289355236,29.324376875457425,56,poison
magic,51.07794604291801,97.22683846172782,40,thunder
arrow,83.88073648151452,94.66710755650315,146,lightning
magic,7.3416896424222,12.604660253508438,117,thunder
bomb,99.58955598153638,45.86182160179412,240,lightning
magic,42.83826303216084,88.44553971387207,3,poison
magic,24.518447723205316,45.32875997031645,5,acid
arrow,71.9508047702082,73.54560286017076,141,fire
bomb,24.408154643473303,52.09302648905778,267,lightning
arrow,59.83901189914046,66.06006127781458,239,fire
arrow,56.758864699811916,29.404790521825795,70,cold
bomb,75.76145741918485,83.4469229860891,74,poison
bomb,62.011686703146005,92.60549668357731,198,fire
bomb,82.02391569767748,62.37664460762513,280,fire
rifle,3.8486052967100615,13.027254077820139,14,poison
magic,69.98941083613055,76.81368058811049,243,lightning
rifle,93.66242063630168,5.560578301454521,240,fire
rifle,78.56262450829753,90.53253056194087,329,cold
magic,96.76054667766125,64.16452478830006,123,fire
rifle,2.079220274740279,99.35244972898016,9,lightning
arrow,6.915235834664446,31.686507715651068,191,fire
magic,83.88836263758192,88.52775709050648,292,poison
rifle,32.60713455821298,60.79915238740708,80,fire
magic,46.3081226547728,12.380593750346613,314,acid
magic,75.64192944893507,39.86144434572295,334,lightning
bomb,31.83854055872247,81.63124372350977,173,acid
rifle,52.97073785111591,40.98214024602122,265,acid
arrow,98.61763840275924,45.63796289293048,75,acid
rifle,41.258062931173214,61.380356423915764,228,fire
rifle,63.72295378730001,27.06978499947005,324,poison
rifle,34.60101285048337,68.49924774551427,143,fire
arrow,72.38454987823214,56.91499043602847,36,lightning
bomb,30.79479862939327,25.14504480233436,226,cold
arrow,15.587918161282477,95.10131426797783,113,lightning
magic,4.1281028417854415,67.10556240527423,271,cold
rifle,57.6859638137804,85.11753475269947,273,poison
bomb,77.77190988498164,76.75472461547932,160,lightning
magic,75.71842541129716,61.114948176406436,25,fire
rifle,56.311963854735104,99.7373197791845,85,fire
rifle,45.55515426188642,32.00001464042014,100,poison
bomb,95.10995085214905,68.13260030521631,238,acid
bomb,29.250402481223283,56.27554221794281,294,lightning
magic,42.268663547265575,3.1336853580419377,318,fire
arrow,27.164610759098352,78.55454675783996,130,fire
magic,16.82941104502307,6.466573380796159,306,cold
bomb,3.7946122600030607,98.88301911746973,279,cold
arrow,91.6178583768746,96.14340147750356,154,cold
rifle,59.77039950060604,71.24055028932436,85,acid
rifle,44.28419601492101,86.96029052922393,108,poison
arrow,47.277971675040355,3.5556080401544676,225,fire
rifle,66.69657419184858,20.76982167610948,88,fire
bomb,94.85832039324248,48.98499671078266,239,thunder
rifle,26.06402540807227,54.97693701116969,269,thunder
bomb,62.491744929766725,43.37332833631697,241,thunder
magic,87.66131680912721,89.63069233307304,13,lightning
arrow,87.97442594160191,47.776091582799715,294,cold
bomb,19.69828178866444,19.75851927164971,220,lightning
magic,88.23315788912089,61.69196989987271,295,fire
rifle,85.64901564135135,30.624887923451606,53,fire
magic,2.347537701658875,64.63799762118524,13,thunder
arrow,52.025150874566926,84.81262776932745,115,poison
bomb,74.67209699315943,11.470180406405571,291,lightning
magic,56.31479779241941,75.89856790900794,267,lightning
magic,73.38959217670565,68.57198847656578,224,cold
arrow,31.7997686873822,69.13397446229664,31,thunder
rifle,69.85845051908902,78.64243628535034,120,poison
magic,79.00368384962644,98.06379239124978,73,thunder
magic,21.02000759140794,67.44239660345826,336,fire
arrow,99.3589385369159,5.438935166979064,222,cold
arrow,86.42481414812659,89.28048778724947,266,cold
arrow,78.67032983797351,26.095442112525568,278,thunder
rifle,60.26361553400211,0.9224599839486647,129,thunder
magic,0.44563984440288973,25.312964875142296,174,fire
arrow,27.47195991508954,33.744336949608744,304,acid
bomb,29.115628679860496,81.68560291135196,169,acid
magic,26.013533096797147,1.3873585149604795,62,lightning
rifle,8.134108567354614,61.59605856009704,206,thunder
arrow,69.85913110130852,21.77415512926939,28,fire
rifle,70.88812711952232,40.91520087166565,248,cold
magic,31.364307863122065,68.0797305672652,63,cold
rifle,8.94470711934565,99.9069054622721,246,poison
rifle,25.833719080684602,37.80509909401702,206,fire
arrow,90.55345285619244,38.28499930428215,344,poison
arrow,29.75652445288691,14.285484606078603,212,cold
rifle,72.05005106262192,8.749995696329549,30,cold
arrow,92.47172129875972,14.289416795373045,9,poison
rifle,18.563043305092286,72.5522223365352,133,lightning
arrow,71.69742665937191,18.750503010382534,282,acid
magic,91.00422347613755,78.56763543577881,63,poison
magic,78.33972857242715,74.73362250977459,96,thunder
magic,62.29471807678975,53.986960606486804,209,fire
bomb,29.229429928549887,67.88431557085921,119,poison
rifle,67.03391162975876,95.4927708396932,230,cold
magic,97.14890019092105,93.52512920770332,121,thunder
arrow,87.87973887874905,9.148112468799752,193,lightning
magic,45.90891500854226,74.55616313187555,214,acid
rifle,68.82374154517133,40.930216523247196,25,fire
rifle,64.70050376781161,62.92892236305552,231,lightning
arrow,43.77666668727238,17.317865805326516,98,lightning
magic,40.05575455150148,21.246875755349137,248,fire
rifle,41.87251376950908,86.36606446903649,235,poison
bomb,79.2106718013638,54.195162253594795,15,acid
arrow,41.81888741121153,87.84662168464601,40,fire
rifle,7.879275218384752,42.714528022209365,201,thunder
arrow,61.53763234973879,20.626474027649767,286,thunder
magic,67.1828108026132,65.87950233651611,147,thunder
rifle,63.116863145461465,17.500902104115347,41,lightning
arrow,33.88341225039515,26.36871245834078,241,cold
arrow,89.7121387637326,30.38795459872129,239,lightning
rifle,6.431961894685889,37.692066388244925,336,acid
arrow,46.93889987550568,22.743267233358587,130,lightning
magic,17.91536142573491,6.012869945712618,93,fire
rifle,47.129863978692285,95.77739105366656,295,fire
arrow,49.96257814093556,8.51256628104502,160,poison
magic,58.90080205327951,71.0003351054318,175,fire
magic,4.372524978919778,28.047611986727638,323,cold
magic,67.09085949968375,15.153807274966491,56,poison
rifle,68.683758186796,16.05986218550396,113,cold
bomb,33.79297617298689,29.639700675411806,26,poison
rifle,99.62673936214539,29.09220590457693,296,thunder
arrow,62.182048857472296,4.258980475973184,17,thunder
magic,95.97210613280473,69.57142658874433,249,acid
magic,73.53500672710396,33.99534759887569,250,thunder
bomb,22.74961418934297,41.321081118748914,219,thunder
arrow,93.2028088252394,28.005761085023295,121,cold
bomb,32.77696540271865,77.80161001818438,16,fire
bomb,33.91761566656536,43.03904448135568,276,cold
bomb,65.80789728615693,3.256516642465457,156,poison
rifle,34.512455087150016,18.734019406949564,22,acid
bomb,5.104293190138353,82.60151782386565,228,cold
magic,57.2096442880634,91.3437162470849,111,poison
arrow,42.51478388783877,8.228723330346831,160,poison
arrow,95.7343622359041,44.25984952878835,247,cold
rifle,79.9145910726443,8.482028610505532,247,poison
bomb,37.127697646281696,72.99332612441577,78,acid
arrow,61.821936735314374,2.7506786182174503,128,lightning
magic,34.0444142200491,57.12000499217641,139,acid
bomb,41.24781254275197,2.3820643554884446,22,cold
bomb,73.63132366142938,54.2932732766496,75,cold
rifle,33.480924128575104,74.19472875282251,128,acid
rifle,78.22894562486063,37.94100274858479,105,cold
magic,11.636868278384194,32.45468756182825,125,poison
magic,62.869410648272925,19.218117847650106,23,acid
bomb,83.40980697944296,52.31776489318835,343,poison
arrow,15.191331650055917,55.845661830346124,308,poison
bomb,80.00535297950753,3.3867853736330056,347,poison
arrow,14.705605670573474,72.56136433720897,151,thunder
rifle,25.735184254257536,21.663647458250356,83,acid
magic,28.65430102149307,81.77665260295949,313,cold
rifle,5.748177728599135,95.15620146695217,349,thunder
arrow,94.70742559349526,43.670189317454074,36,poison
magic,20.9659650221099,64.3046977208895,102,poison
arrow,44.695675906299535,84.36300801569612,118,poison
magic,3.2841927496745638,96.46561199901085,346,thunder
magic,41.69235360933651,33.976282304215324,297,cold
rifle,50.07805926501052,62.43274383338881,43,thunder
rifle,8.501301372025472,9.72403007744841,166,fire
bomb,50.94692489788623,0.4251634498845358,76,lightning
rifle,56.09884115600906,54.795837077867894,51,lightning
arrow,29.19651731240551,52.56274728434117,127,cold
magic,34.31467536071825,77.07854481541523,26,fire
rifle,88.2990784918952,57.013791099918535,24,acid
magic,73.99168772216518,77.53899344858453,284,thunder
rifle,39.58043639657599,87.62376196535989,318,acid
arrow,87.80472901092442,46.48031053571662,146,poison
magic,52.463577984231335,40.004636493693155,170,acid
bomb,90.54230640477994,47.78867836321466,263,cold
bomb,27.255892629322908,83.79620101225225,345,thunder
rifle,35.74154107624074,98.5160003636724,290,acid
magic,10.986832537164604,21.179751404331814,28,cold
rifle,42.29229089809697,84.03596322590434,17,fire
arrow,96.76152977075805,11.460745423905793,249,cold
bomb,26.92408853242274,85.12136651017322,265,thunder
rifle,58.41306032617371,24.319677067364577,42,fire
bomb,91.80437188649412,63.1775282526881,314,cold
bomb,25.37255095808202,90.48593570963234,106,acid
arrow,31.121019091920623,66.60903346747104,40,cold
rifle,70.67055633769208,65.17120310686585,210,fire
bomb,27.091536113717794,31.125792342671343,348,lightning
magic,52.33817185742126,39.110594806444745,218,poison
rifle,50.4256804672751,34.826721399320334,231,fire
bomb,95.19294076523364,54.85749137213216,309,lightning
arrow,93.8965569775151,63.37948181925231,32,poison
magic,11.202126145317148,27.96606728719624,36,thunder
arrow,13.081544024564373,94.45826166666129,266,fire
magic,49.52538757972314,95.58101191499422,1,cold
rifle,65.42259411243728,29.716304469545374,19,acid
arrow,82.58071431553397,35.9475382586297,13,poison
arrow,94.15651559626617,98.12518047740556,216,thunder
rifle,0.29701288404495596,31.391538002533515,246,fire
bomb,25.722366945611373,48.84589115065513,265,poison
magic,21.788681619020956,61.90407740842785,300,acid
magic,83.49178512815912,76.31310808146522,50,thunder
magic,70.19095923296784,11.580556144827291,325,thunder
rifle,72.4740346338466,60.36132243720454,72,lightning
arrow,54.99452917620348,4.553608016128341,233,cold
magic,44.936655445709185,73.37350430573343,81,poison
arrow,91.46909641040456,82.67593826561286,86,fire
magic,45.53728075271793,28.439866941230253,178,thunder
bomb,85.63190880298312,42.33351261687319,212,thunder
rifle,89.8136678490618,45.103694379355154,135,cold
rifle,25.05518804532565,11.342357966111882,41,cold
bomb,32.3250570954763,53.73313645516929,349,poison
bomb,83.7174171886016,2.6135408464393106,58,acid
rifle,68.01277005925591,31.74340432745033,20,cold
magic,42.11934540097584,29.764943745612893,28,acid
bomb,71.37823025089496,57.04874742658659,156,acid
magic,5.383187115234578,28.537849966330498,205,acid
bomb,51.53881928496858,80.54011549947313,116,lightning
magic,86.1682391388237,1.5337347951705826,271,fire
rifle,52.195606503731625,89.35217816874422,234,thunder
arrow,69.32250554970254,7.247089489376757,214,poison
arrow,40.960981668610394,87.89175315930837,161,poison
bomb,51.06093040500026,5.322388955380486,179,thunder
magic,25.709263117352567,92.08952148755294,147,thunder
bomb,83.0454066234829,16.654296976382486,244,cold
bomb,81.84986169479433,20.68232257647089,200,poison
rifle,43.93506859950042,36.462545306632585,85,thunder
arrow,18.72606455523299,32.50013189474448,292,thunder
rifle,80.07925895043381,85.84811180963024,232,thunder
arrow,15.165321638609786,90.48199499672026,127,poison
magic,25.58085519477561,65.61536754573886,245,acid
magic,35.62238028172933,32.16660952658863,318,fire
bomb,36.86629214876251,58.32230846153074,329,lightning
